comp gfa{AM,AC,CR}
Al87Ni6Sm7 AM
Al87Ni8Sm5 AM
Al88Ni0Sm12 AM
Al89Ni1Sm10 AM
Al90Ni0Sm10 AM
Al90Ni5Sm5 AM
Al92Ni0Sm8 AM
Al75Ni5Sm20 AC
Al75Ni20Sm5 CR
Al82Ni0Sm18 CR
Al94Ni0Sm6 CR
Al25Ni20Sm55 AM
Al0Ni30Ti70 AM
Al0Ni33Ti67 AM
Al0Ni40Ti60 AM
Al10Ni30Ti60 AM
Al10Ni40Ti50 AM
Al20Ni20Ti60 AM
Al20Ni30Ti50 AM
Al20Ni40Ti40 AM
Al25Ni25Ti50 AM
Al25Ni35Ti40 AM
Al0Ni50Ti50 AC
Al0Ni55Ti45 AC
Al5Ni50Ti45 AC
Al10Ni45Ti45 AC
Al0Ni75Ti25 CR
Al10Ni70Ti20 CR
Al31Ni50Ti19 CR
Al40Ni50Ti10 CR
Al0Ni40Ti60 AM
Al10Ni36Ti54 AM
Al20Ni32Ti48 AM
Al30Ni28Ti42 AM
Al10Ni25Ti65 AM
Al10Ni25Ti65 AM
Al15Ni25Ti60 AM
Al94.1Ni0Ti5.9 CR
Al95.8Ni0.7Ti3.5 CR
Al97.1Ni0Ti2.9 CR
Al98.9Ni0Ti1.1 CR
Al50Ni30Y20 AM
Al55Ni25Y20 AM
Al60Ni20Y20 AM
Al60Ni25Y15 AM
Al65Ni20Y15 AM
Al70Ni20Y10 AM
Al75Ni10Y15 AM
Al80Ni10Y10 AM
Al80Ni15Y5 AM
Al82Ni5Y13 AM
Al82Ni8Y10 AM
Al85Ni0Y15 AM
Al85Ni5Y10 AM
Al85Ni10Y5 AM
Al86Ni0Y14 AM
Al87Ni0Y13 AM
Al87Ni3Y10 AM
Al87Ni5Y8 AM
Al87Ni10Y3 AM
Al88Ni0Y12 AM
Al89Ni0Y11 AM
Al90Ni0Y10 AM
Al90Ni5Y5 AM
Al91Ni0Y9 AM
Al92Ni0Y8 AM
Al80Ni5Y15 AC
Al90Ni5Y5 AC
Al70Ni10Y20 CR
Al86Ni0Y14 CR
Al90Ni10Y0 CR
Al92Ni0Y8 CR
Al60Ni20Y20 AM
Al65Ni20Y15 AM
Al70Ni15Y15 AM
Al75Ni10Y15 AM
Al75Ni15Y10 AM
Al78Ni15Y7 AM
Al80Ni10Y10 AM
Al80Ni15Y5 AM
Al85Ni5Y10 AM
Al85Ni10Y5 AM
Al87Ni5Y8 AM
Al88Ni0Y12 AM
Al88Ni10Y2 AM
Al90Ni0Y10 AM
Al90Ni5Y5 AM
Al65Ni15Y20 AC
Al80Ni5Y15 AC
Al70Ni10Y20 CR
Al70Ni20Y10 CR
Al75Ni5Y20 CR
Al75Ni20Y5 CR
Al86Ni0Y14 CR
Al92Ni0Y8 CR
Al87Ni5Y8 AM
Al88Ni9Y3 AM
Al25Ni20Y55 AM
Al85Ni5Y10 AM
Al85Ni10Y5 AM
Al60Ni30Zr10 AM
Al65Ni20Zr15 AM
Al70Ni20Zr10 AM
Al80Ni15Zr5 AM
Al82Ni13Zr5 AM
Al83Ni10Zr7 AM
Al84Ni10Zr6 AM
Al85Ni10Zr5 AM
Al86Ni9Zr5 AM
Al86Ni10Zr4 AM
Al87Ni10Zr3 AM
Al70Ni15Zr15 AC
Al70Ni25Zr5 AC
Al82Ni10Zr8 AC
Al83Ni15Zr2 AC
Al87.5Ni7.5Zr5 AC
Al88Ni10Zr2 AC
Al55Ni30Zr15 CR
Al60Ni20Zr20 CR
Al0Ni36Zr64 AM
Al5Ni34.2Zr60.8 AM
Al10Ni32.4Zr57.6 AM
Al15Ni30.6Zr54.4 AM
Al20Ni28.8Zr51.2 AM
Al25Ni27Zr48 AM
Al0Ni20Zr80 AM
Al0Ni30Zr70 AM
Al0Ni40Zr60 AM
Al0Ni50Zr50 AM
Al0Ni60Zr40 AM
Al0Ni65Zr35 AM
Al5Ni15Zr80 AM
Al5Ni20Zr75 AM
Al5Ni25Zr70 AM
Al5Ni30Zr65 AM
Al5Ni35Zr60 AM
Al5Ni40Zr55 AM
Al5Ni45Zr50 AM
Al5Ni50Zr45 AM
Al5Ni55Zr40 AM
Al5Ni60Zr35 AM
Al5Ni65Zr30 AM
Al10Ni10Zr80 AM
Al10Ni15Zr75 AM
Al10Ni20Zr70 AM
Al10Ni25Zr65 AM
Al10Ni30Zr60 AM
Al10Ni35Zr55 AM
Al10Ni40Zr50 AM
Al10Ni50Zr40 AM
Al10Ni55Zr35 AM
Al10Ni60Zr30 AM
Al15Ni5Zr80 AM
Al15Ni10Zr75 AM
Al15Ni15Zr70 AM
Al15Ni20Zr65 AM
Al15Ni25Zr60 AM
Al15Ni30Zr55 AM
Al15Ni35Zr50 AM
Al15Ni40Zr45 AM
Al15Ni45Zr40 AM
Al15Ni50Zr35 AM
Al15Ni55Zr30 AM
Al20Ni10Zr70 AM
Al20Ni15Zr65 AM
Al20Ni20Zr60 AM
Al20Ni25Zr55 AM
Al20Ni30Zr50 AM
Al20Ni35Zr45 AM
Al20Ni40Zr40 AM
Al20Ni45Zr35 AM
Al20Ni50Zr30 AM
Al25Ni5Zr70 AM
Al25Ni10Zr65 AM
Al25Ni15Zr60 AM
Al25Ni20Zr55 AM
Al25Ni25Zr50 AM
Al25Ni30Zr45 AM
Al25Ni35Zr40 AM
Al25Ni40Zr35 AM
Al25Ni45Zr30 AM
Al30Ni15Zr55 AM
Al30Ni20Zr50 AM
Al30Ni25Zr45 AM
Al30Ni30Zr40 AM
Al30Ni35Zr35 AM
Al30Ni40Zr30 AM
Al35Ni20Zr45 AM
Al35Ni35Zr30 AM
Al45Ni10Zr45 AM
Al60Ni20Zr20 AM
Al65Ni20Zr15 AM
Al70Ni20Zr10 AM
Al5Ni85Zr10 AC
Al70Ni15Zr15 AC
Al70Ni25Zr5 AC
Al5Ni10Zr85 CR
Al10Ni5Zr85 CR
Al10Ni70Zr20 CR
Al10Ni80Zr10 CR
Al20Ni0Zr80 CR
Al20Ni60Zr20 CR
Al20Ni70Zr10 CR
Al25Ni0Zr75 CR
Al30Ni0Zr70 CR
Al30Ni10Zr60 CR
Al30Ni50Zr20 CR
Al30Ni60Zr10 CR
Al35Ni5Zr60 CR
Al40Ni10Zr50 CR
Al40Ni20Zr40 CR
Al40Ni30Zr30 CR
Al40Ni40Zr20 CR
Al40Ni50Zr10 CR
Al50Ni10Zr40 CR
Al50Ni20Zr30 CR
Al50Ni30Zr20 CR
Al50Ni40Zr10 CR
Al60Ni10Zr30 CR
Al60Ni20Zr20 CR
Al70Ni10Zr20 CR
Al70Ni30Zr0 CR
Al80Ni10Zr10 CR
Al80Ni20Zr0 CR
Al90Ni5Zr5 CR
Al90Ni10Zr0 CR
Al0Ni36Zr64 AM
Al5Ni34.2Zr60.8 AM
Al10Ni32.4Zr57.6 AM
Al0Ni18Zr82 AM
Al0Ni20Zr80 AM
Al0Ni68Zr32 AM
Al1Ni16Zr83 AM
Al2Ni14Zr84 AM
Al2Ni66Zr32 AM
Al4Ni12Zr84 AM
Al5Ni10Zr85 AM
Al6Ni64Zr30 AM
Al8Ni8Zr84 AM
Al9Ni62Zr29 AM
Al11Ni6Zr83 AM
Al11Ni60Zr29 AM
Al13Ni58Zr29 AM
Al14Ni4Zr82 AM
Al16Ni56Zr28 AM
Al18Ni2Zr80 AM
Al18Ni54Zr28 AM
Al20Ni2Zr78 AM
Al20Ni52Zr28 AM
Al22Ni2Zr76 AM
Al22Ni50Zr28 AM
Al24Ni2Zr74 AM
Al24Ni48Zr28 AM
Al26Ni4Zr70 AM
Al26Ni8Zr66 AM
Al26Ni46Zr28 AM
Al27Ni6Zr67 AM
Al27Ni10Zr63 AM
Al28Ni12Zr60 AM
Al28Ni44Zr28 AM
Al30Ni14Zr56 AM
Al30Ni42Zr28 AM
Al32Ni16Zr52 AM
Al32Ni20Zr48 AM
Al32Ni40Zr28 AM
Al33Ni22Zr45 AM
Al33Ni38Zr29 AM
Al34Ni20Zr46 AM
Al34Ni24Zr42 AM
Al34Ni34Zr32 AM
Al34Ni36Zr30 AM
Al35Ni26Zr39 AM
Al35Ni32Zr33 AM
Al36Ni28Zr36 AM
Al36Ni30Zr34 AM
Al57Ni26Zr17 AM
Al57Ni28Zr15 AM
Al57Ni30Zr13 AM
Al57Ni32Zr11 AM
Al58Ni32Zr10 AM
Al59Ni24Zr17 AM
Al59Ni32Zr9 AM
Al60Ni22Zr18 AM
Al62Ni20Zr18 AM
Al62Ni30Zr8 AM
Al64Ni28Zr8 AM
Al65Ni18Zr17 AM
Al66Ni26Zr8 AM
Al68Ni24Zr8 AM
Al70Ni16Zr14 AM
Al70Ni22Zr8 AM
Al73Ni20Zr7 AM
Al74Ni14Zr12 AM
Al76Ni18Zr6 AM
Al78Ni12Zr10 AM
Al79Ni16Zr5 AM
Al81Ni10Zr9 AM
Al82Ni14Zr4 AM
Al84Ni8Zr8 AM
Al86Ni12Zr2 AM
Al88Ni7Zr5 AM
Al88Ni10Zr2 AM
Al89Ni9Zr2 AM
Al20Ni25Zr55 AM
Al10Ni25Zr65 AM
Al0Ni90Zr10 AM
Al2Ni88Zr10 AM
Al5Ni85Zr10 AM
Al0Ni90Zr10 AC
Al5Ni85Zr10 CR
Al10Ni80Zr10 CR
Al15Ni75Zr10 CR
Al15Ni25Zr60 AM
Al0Si13Zr87 AM
Al0Si15Zr85 AM
Al0Si17Zr83 AM
Al8Si7Zr85 AM
Au22.5B10Er67.5 AM
Au22.5B10Gd67.5 AM
Au25B0Gd75 AM
Au18B10Pr72 AM
Au22.5B10Pr67.5 AM
Al22.5B10Tb67.5 AM
Al25B0Tb75 AM
Au22.75Cu68.25La9 AM
Au44.5Cu44.5La11 AM
Au45Cu45La10 AM
Au45.5Cu45.5La9 AM
Au54.6Cu36.4La9 AM
Au0Cu30Mg70 AM
Au1Cu29Mg70 AM
Au3Cu27Mg70 AM
Au9Cu21Mg70 AM
Au76.89Ge13.66Si9.45 AM
Au77Ge14Si9 AM
Au53.2Pb27.5Sb19.3 AM
Au55Pb22.5Sb22.5 AM
Au0Pd79Si21 AM
Au0Pd80Si20 AM
Au0Pd82Si18 AM
Au0Pd84Si16 AM
Au0Pd85Si15 AM
Au3.5Pd80Si16.5 AM
Au3.5Pd80.5Si16 AM
Au4Pd75Si21 AM
Au4Pd76Si20 AM
Au4Pd78Si18 AM
Au4Pd79Si17 AM
Au4Pd81Si15 AM
Au6Pd78Si16 AM
Au7Pd73Si20 AM
Au9Pd75Si16 AM
Au12Pd68Si20 AM
Au12Pd71Si17 AM
Au66Pd16Si18 AM
Au7.5Pd76Si16.5 AM
Au4Pd79.5Si16.5 AM
Au1.7Pd81.8Si16.5 AM
Au4.2Pd79.3Si16.5 AM
Au6.7Pd76.8Si16.5 AM
Au10Pd73.5Si16.5 AM
Au12.5Pd71Si16.5 AM
Au15Pd68.5Si16.5 AM
Au20.9Pd62.6Si16.5 CR
Au0Pd82Si18 AM
Au0Pd83.5Si16.5 AM
Au1Pd81Si18 AM
Au2Pd80Si18 AM
Au2Pd81.5Si16.5 AM
Au3Pd79Si18 AM
Au3Pd80.5Si16.5 AM
Au4Pd78Si18 AM
Au4Pd79.5Si16.5 AM
Au5Pd78.5Si16.5 AM
Au6Pd76Si18 AM
Au6Pd77.5Si16.5 AM
Au7Pd76.5Si16.5 AM
Au10Pd72Si18 AM
Au10Pd73.5Si16.5 AM
Au2Pd80Si18 AM
Au4Pd78Si18 AM
Au6Pd76Si18 AM
Au8Pd74Si18 AM
Au0Pd82Si18 AM
Au1Pd81Si18 AM
Au2Pd80Si18 AM
Au3Pd79Si18 AM
Au4Pd78Si18 AM
Au5Pd77Si18 AM
Au6Pd76Si18 AM
Au7Pd75Si18 AM
Au8Pd74Si18 AM
B10Be20Fe70 AM
B20Be0Fe80 AM
B12C12Co76 AM
B16C4Co80 AM
B16C8Co76 AM
B16C12Co72 AM
B17C0Co83 AM
B20C4Co76 AM
B20C8Co72 AM
B20C12Co68 AM
B20C16Co64 AM
B20C20Co60 AM
B24C4Co72 AM
B24C8Co68 AM
B24C12Co64 AM
B24C16Co60 AM
B24C20Co56 AM
B28C4Co68 AM
B28C8Co64 AM
B28C12Co60 AM
B28C16Co56 AM
B29C0Co71 AM
B32C2Co66 AM
B32C4Co64 AM
B32C8Co60 AM
B32C12Co56 AM
B32C16Co52 AM
B35C0Co65 AM
B36C2Co62 AM
B36C4Co60 AM
B41C0Co59 AM
B8C12Co80 AC
B12C4Co84 AC
B12C8Co80 AC
B12C16Co72 AC
B16C16Co68 AC
B16C20Co64 AC
B28C20Co52 AC
B40C2Co58 AC
B8C4Co88 CR
B8C8Co84 CR
B15C0Co85 CR
B30C0Co70 CR
B32C20Co48 CR
B34C0Co66 CR
B36C8Co56 CR
B36C12Co52 CR
B36C16Co48 CR
B12C12Co76 AM
B16C12Co72 AM
B24C4Co72 AM
B24C12Co64 AM
B24C16Co60 AM
B24C20Co56 AM
B28C12Co60 AM
B7C7Fe86 AM
B8C7Fe85 AM
B8C9Fe83 AM
B9C9Fe82 AM
B10C5Fe85 AM
B10C7Fe83 AM
B10C9Fe81 AM
B11C5Fe84 AM
B11C7Fe82 AM
B11C9Fe80 AM
B12C3Fe85 AM
B12C5Fe83 AM
B12C7Fe81 AM
B12C9Fe79 AM
B14C3Fe83 AM
B14C5Fe81 AM
B14C7Fe79 AM
B15C5Fe80 AM
B16C3Fe81 AM
B17C5Fe78 AM
B18C3Fe79 AM
B9C11Fe80 AM
B11C9Fe80 AM
B13C7Fe80 AM
B15C5Fe80 AM
B16C4Fe80 AM
B17C3Fe80 AM
B10C10Fe80 AM
B13C7Fe80 AM
B20C0Fe80 AM
B18C2Fe80 AM
B19C0Fe81 AM
B14C5Ni81 AM
B16C2Ni82 AM
B16C4Ni80 AM
B16C6Ni78 AM
B16C8Ni76 AM
B16C10Ni74 AM
B18C12Ni70 AM
B18C16Ni66 AM
B20C2Ni78 AM
B20C12Ni68 AM
B20C16Ni64 AM
B22C10Ni68 AM
B22C12Ni66 AM
B22C14Ni64 AM
B22C18Ni60 AM
B24C8Ni68 AM
B26C6Ni68 AM
B26C12Ni62 AM
B26C14Ni60 AM
B28C0Ni72 AM
B28C2Ni70 AM
B28C4Ni68 AM
B28C6Ni66 AM
B28C8Ni64 AM
B28C10Ni62 AM
B28C16Ni56 AM
B30C12Ni58 AM
B34C0Ni66 AM
B34C6Ni60 AM
B34C10Ni56 AM
B34C12Ni54 AM
B34C14Ni52 AM
B38C0Ni62 AM
B38C6Ni56 AM
B38C10Ni52 AM
B38C12Ni50 AM
B38C14Ni48 AM
B40C2Ni58 AM
B40C8Ni52 AM
B42C0Ni58 AM
B42C2Ni56 AM
B42C8Ni50 AM
B42C10Ni48 AM
B42C12Ni46 AM
B42C14Ni44 AM
B42C16Ni42 AM
B46C12Ni42 AM
B46C20Ni34 AM
B50C12Ni38 AM
B50C20Ni30 AM
B55C8Ni37 AM
B55C12Ni33 AM
B55C16Ni29 AM
B59C4Ni37 AM
B11.5C10Ni78.5 AC
B13C10Ni77 AC
B13C12Ni75 AC
B14C20Ni66 AC
B15C12Ni73 AC
B17C8Ni75 AC
B17C16Ni67 AC
B22C8Ni70 AC
B26C4Ni70 AC
B40C6Ni54 AC
B50C8Ni42 AC
B0C5Ni95 CR
B0C10Ni90 CR
B0C15Ni85 CR
B0C20Ni80 CR
B5C0Ni95 CR
B5C5Ni90 CR
B5C15Ni80 CR
B5C20Ni75 CR
B10C5Ni85 CR
B10C8Ni82 CR
B10C10Ni80 CR
B10C15Ni75 CR
B10C20Ni70 CR
B12C6Ni82 CR
B14C2Ni84 CR
B14C16Ni70 CR
B16C0Ni84 CR
B18C0Ni82 CR
B18C6Ni76 CR
B20C0Ni80 CR
B20C6Ni74 CR
B20C8Ni72 CR
B22C0Ni78 CR
B22C2Ni76 CR
B22C5Ni73 CR
B24C0Ni76 CR
B24C4Ni72 CR
B26C0Ni74 CR
B26C2Ni72 CR
B40C4Ni56 CR
B41C6Ni53 CR
B42C0Ni58 CR
B42.5C2.5Ni55 CR
B44C2.5Ni53.5 CR
B46C0Ni54 CR
B46C4Ni50 CR
B46C8Ni46 CR
B48C0Ni52 CR
B50C4Ni46 CR
B54C0Ni46 CR
B58C4Ni38 CR
B20Co30Cr50 AM
B20Co35Cr45 AM
B20Co40Cr40 AM
B20Co50Cr30 AM
B20Co55Cr25 AM
B20Co60Cr20 AM
B20Co72Cr8 AM
B20Co80Cr0 AM
B20Co30Cr50 AM
B20Co35Cr45 AM
B20Co40Cr40 AM
B20Co50Cr30 AM
B20Co55Cr25 AM
B20Co60Cr20 AM
B20Co65Cr15 AM
B20Co70Cr10 AM
B20Co72Cr8 AM
B20Co80Cr0 AM
B18.5Co81.5Cr0 AM
B20Co80Cr0 AM
B25Co67.5Cr7.5 AM
B25Co75Cr0 AM
B30Co70Cr0 AM
B35Co65Cr0 AM
B40Co60Cr0 AM
B20Co0Fe80 AM
B20Co74Fe6 AM
B20Co0Fe80 AM
B20Co10Fe70 AM
B20Co20Fe60 AM
B20Co30Fe50 AM
B20Co40Fe40 AM
B20Co50Fe30 AM
B20Co60Fe20 AM
B20Co70Fe10 AM
B20Co80Fe0 AM
B16Co0Fe84 AM
B17Co10Fe73 AM
B20Co5Fe75 AM
B20Co10Fe70 AM
B20Co20Fe60 AM
B20Co30Fe50 AM
B20Co40Fe40 AM
B20Co60Fe20 AM
B20Co80Fe0 AM
B20Co75Fe5 AM
B17Co1Fe82 AM
B17Co2Fe81 AM
B17Co3Fe80 AM
B17Co4Fe79 AM
B17Co6Fe77 AM
B17Co7.5Fe75.5 AM
B17Co11.5Fe71.5 AM
B17Co16.5Fe66.5 AM
B17Co19Fe64 AM
B17Co22Fe61 AM
B17Co25Fe58 AM
B17Co33Fe50 AM
B17Co41.5Fe41.5 AM
B17Co54Fe29 AM
B17Co66.5Fe16.5 AM
B20Co75Fe5 AM
B9Co0Fe91 AM
B9Co85Fe6 AM
B17Co0Fe83 AM
B17Co41.5Fe41.5 AM
B17Co62Fe21 AM
B17Co75Fe8 AM
B17Co77Fe6 AM
B25Co0Fe75 AM
B25Co70Fe5 AM
B19Co0Fe81 AM
B20Co5Fe75 AM
B19Co0Fe81 AM
B20Co4Fe76 AM
B11Co89Mn0 AM
B12Co52.8Mn35.2 AM
B12Co53Mn35 AM
B12Co57Mn31 AM
B12Co61.6Mn26.4 AM
B12Co62Mn26 AM
B12Co70.4Mn17.6 AM
B12Co70.5Mn17.5 AM
B12Co79Mn9 AM
B12Co88Mn0 AM
B16Co50.4Mn33.6 AM
B16Co50.5Mn33.5 AM
B16Co54.5Mn29.5 AM
B16Co58.8Mn25.2 AM
B16Co59Mn25 AM
B16Co67Mn17 AM
B16Co67.2Mn16.8 AM
B16Co75Mn9 AM
B16Co75.6Mn8.4 AM
B16Co84Mn0 AM
B20Co48Mn32 AM
B20Co48Mn32 AM
B20Co52Mn28 AM
B20Co56Mn24 AM
B20Co56Mn24 AM
B20Co64Mn16 AM
B20Co64Mn16 AM
B20Co72Mn8 AM
B20Co72Mn8 AM
B20Co80Mn0 AM
B24Co45.5Mn30.5 AM
B24Co49.4Mn26.6 AM
B24Co49.5Mn26.5 AM
B24Co53Mn23 AM
B24Co53.2Mn22.8 AM
B24Co60.8Mn15.2 AM
B24Co61Mn15 AM
B24Co68Mn8 AM
B24Co68.4Mn7.6 AM
B24Co76Mn0 AM
B28Co43Mn29 AM
B28Co43.2Mn28.8 AM
B28Co47Mn25 AM
B28Co50Mn22 AM
B28Co50.4Mn21.6 AM
B28Co57.6Mn14.4 AM
B28Co58Mn14 AM
B28Co64.8Mn7.2 AM
B28Co65Mn7 AM
B28Co72Mn0 AM
B32Co41Mn27 AM
B32Co44Mn24 AM
B32Co46.4Mn21.6 AM
B32Co47Mn21 AM
B32Co54.4Mn13.6 AM
B32Co54.5Mn13.5 AM
B32Co61Mn7 AM
B32Co68Mn0 AM
B12Co48Mn40 AM
B12Co53Mn35 AM
B12Co61Mn27 AM
B12Co68Mn20 AM
B12Co70Mn18 AM
B16Co50Mn34 AM
B16Co54.5Mn29.5 AM
B16Co59Mn25 AM
B16Co67Mn17 AM
B16Co84Mn0 AM
B20Co40Mn40 AM
B20Co48Mn32 AM
B20Co52Mn28 AM
B20Co56Mn24 AM
B20Co60Mn20 AM
B20Co64Mn16 AM
B20Co72Mn8 AM
B20Co80Mn0 AM
B24Co54Mn22 AM
B24Co61Mn15 AM
B24Co76Mn0 AM
B28Co32Mn40 AM
B28Co51Mn21 AM
B28Co52Mn20 AM
B28Co58Mn14 AM
B28Co65Mn7 AM
B28Co72Mn0 AM
B32Co48Mn20 AM
B32Co54Mn14 AM
B32Co68Mn0 AM
B24Co38Mn38 AM
B24Co45.6Mn30.4 AM
B24Co53.2Mn22.8 AM
B24Co60.8Mn15.2 AM
B24Co68.4Mn7.6 AM
B12Co18Mn70 AM
B12Co24Mn64 AM
B12Co34Mn54 AM
B12Co39Mn49 AM
B12Co44Mn44 AM
B12Co45Mn43 AM
B12Co49Mn39 AM
B12Co53Mn35 AM
B12Co62Mn26 AM
B12Co70Mn18 AM
B16Co17Mn67 AM
B16Co17Mn67 AM
B16Co20Mn64 AM
B16Co21Mn63 AM
B16Co24.5Mn59.5 AM
B16Co25Mn59 AM
B16Co27Mn57 AM
B16Co27Mn57 AM
B16Co33Mn51 AM
B16Co33Mn51 AM
B16Co35Mn49 AM
B16Co42Mn42 AM
B16Co42Mn42 AM
B16Co43.5Mn40.5 AM
B16Co49Mn35 AM
B16Co50Mn34 AM
B16Co50Mn34 AM
B16Co59Mn25 AM
B16Co59Mn25 AM
B16Co65Mn19 AM
B16Co65.5Mn18.5 AM
B16Co67Mn17 AM
B16Co67Mn17 AM
B16Co75Mn9 AM
B16Co76Mn8 AM
B20Co20Mn60 AM
B20Co28.5Mn51.5 AM
B20Co32Mn48 AM
B20Co36.5Mn43.5 AM
B20Co37Mn43 AM
B20Co40Mn40 AM
B20Co41.5Mn38.5 AM
B20Co44Mn36 AM
B20Co47.5Mn32.5 AM
B20Co52Mn28 AM
B20Co57Mn23 AM
B24Co24Mn52 AM
B24Co27Mn49 AM
B24Co28Mn48 AM
B24Co33Mn43 AM
B24Co34Mn42 AM
B24Co38Mn38 AM
B24Co39Mn37 AM
B24Co42Mn34 AM
B24Co46.5Mn29.5 AM
B24Co48Mn28 AM
B24Co52Mn24 AM
B28Co25Mn47 AM
B28Co25Mn47 AM
B28Co30Mn42 AM
B28Co36Mn36 AM
B28Co37Mn35 AM
B28Co41Mn31 AM
B28Co41.5Mn30.5 AM
B28Co45Mn27 AM
B28Co45.5Mn26.5 AM
B31Co41Mn28 AM
B18.5Co81.5Mn0 AM
B20Co80Mn0 AM
B25Co67.5Mn7.5 AM
B25Co75Mn0 AM
B30Co70Mn0 AM
B35Co65Mn0 AM
B40Co60Mn0 AM
B11Co53.4Mn35.6 AM
B11Co71.2Mn17.8 AM
B20Co64Mn16 AM
B24Co38Mn38 AM
B24Co45.6Mn30.4 AM
B24Co53.2Mn22.8 AM
B24Co60.8Mn15.2 AM
B24Co68.4Mn7.6 AM
B24Co76Mn0 AM
B33Co40.2Mn26.8 AM
B33Co53.6Mn13.4 AM
B2Co84Nb14 AM
B5Co81Nb14 AM
B10Co77Nb13 AM
B6Co80Nb14 AM
B6Co84Nb10 CR
B6Co80Nb14 AM
B12Co80Nb8 AM
B34Co33Ni33 AM
B34Co66Ni0 AM
B7Co80P13 AM
B7.5Co77.5Si15 AM
B10Co75Si15 AM
B10Co77.5Si12.5 AM
B12.5Co77.5Si10 AM
B12.5Co80Si7.5 AM
B15Co70Si15 AM
B15Co72.5Si12.5 AM
B15Co75Si10 AM
B15Co77.5Si7.5 AM
B15Co80Si5 AM
B20Co65Si15 AM
B20Co67.5Si12.5 AM
B20Co70Si10 AM
B20Co72.5Si7.5 AM
B20Co75Si5 AM
B25Co62.5Si12.5 AM
B25Co65Si10 AM
B25Co67.5Si7.5 AM
B25Co70Si5 AM
B27.5Co65Si7.5 AM
B30Co65Si5 AM
B20Co62.5Si17.5 AC
B20Co80Si0 AC
B25Co75Si0 AC
B30Co70Si0 AC
B5Co75Si20 CR
B10Co70Si20 CR
B10Co80Si10 CR
B10Co82Si8 CR
B10Co85Si5 CR
B12.5Co80.5Si7 CR
B14Co82Si4 CR
B15Co65Si20 CR
B15Co85Si0 CR
B20Co60Si20 CR
B22.5Co60Si17.5 CR
B12Co78Si10 AM
B15Co72.5Si12.5 AM
B10Co75Si15 AM
B12.5Co75Si12.5 AM
B17.5Co75Si7.5 AM
B20Co75Si5 AM
B11Co78Si11 AM
B13.5Co73Si13.5 AM
B14.75Co70.5Si14.75 AM
B16Co68Si16 AM
B14Co80Si6 AM
B10Co20Ti70 AM
B18Co66Ti16 AM
B18Co70Ti12 AM
B18Co74Ti8 AM
B18Co78Ti4 AM
B20Co64Ti16 AM
B20Co68Ti12 AM
B20Co72Ti8 AM
B20Co76Ti4 AM
B20Co80Ti0 AM
B22Co62Ti16 AM
B22Co66Ti12 AM
B22Co70Ti8 AM
B22Co74Ti4 AM
B24Co64Ti12 AM
B24Co68Ti8 AM
B24Co72Ti4 AM
B12Co68Ti20 AM
B12.75Co72.25Ti15 AM
B13.5Co76.5Ti10 AM
B11.25Co63.75V25 AM
B12Co68V20 AM
B12.75Co72.25V15 AM
B13.5Co76.5V10 AM
B14.25Co80.75V5 AM
B40Co40Y20 AM
B0Co90Zr10 AM
B2Co88Zr10 AM
B5Co85Zr10 AM
B0Co90Zr10 AM
B2Co82Zr16 AM
B4Co86Zr10 AM
B7Co77Zr16 AM
B10Co74Zr16 AM
B10Co80Zr10 AM
B13Co71Zr16 AM
B16Co68Zr16 AM
B16Co74Zr10 AM
B20Co70Zr10 AM
B25Co65Zr10 AM
B2Co82Zr16 CR
B0Co91Zr9 AM
B2Co91Zr7 AM
B20Cr5Fe75 AM
B20Cr10Fe70 AM
B15Cr0Fe85 AM
B15Cr2.5Fe82.5 AM
B15Cr4Fe81 AM
B15Cr7Fe78 AM
B15Cr9Fe76 AM
B15Cr10Fe75 AM
B15Cr12Fe73 AM
B20Cr0Fe80 AM
B20Cr8Fe72 AM
B20Cr10Fe70 AM
B20Cr20Fe60 AM
B20Cr25Fe55 AM
B20Cr30Fe50 AM
B20Cr35Fe45 AM
B20Cr40Fe40 AM
B20Cr0Fe80 AM
B20Cr5Fe75 AM
B15Cr11Fe74 AM
B15Cr25Fe60 AM
B20Cr5Fe75 AM
B20Cr10Fe70 AM
B9Cr0Fe91 AM
B9Cr85Fe6 AM
B17Cr2.5Fe80.5 AM
B25Cr0Fe75 AM
B25Cr70Fe5 AM
B2Cr8Fe90 AM
B2Cr10Fe88 AM
B4Cr8Fe88 AM
B4Cr10Fe86 AM
B6Cr8Fe86 AM
B6Cr10Fe84 AM
B8Cr8Fe84 AM
B8Cr10Fe82 AM
B10Cr24Fe66 AM
B10Cr26Fe64 AM
B12Cr5Fe83 AM
B12Cr10Fe78 AM
B12Cr14Fe74 AM
B12Cr15Fe73 AM
B12Cr18Fe70 AM
B12Cr20Fe68 AM
B12Cr22Fe66 AM
B12Cr24Fe64 AM
B14Cr5Fe81 AM
B14Cr10Fe76 AM
B14Cr14Fe72 AM
B14Cr15Fe71 AM
B14Cr20Fe66 AM
B14Cr24Fe62 AM
B16Cr5Fe79 AM
B16Cr10Fe74 AM
B16Cr14Fe70 AM
B16Cr20Fe64 AM
B18Cr5Fe77 AM
B18Cr10Fe72 AM
B18Cr14Fe68 AM
B18Cr20Fe62 AM
B20Cr5Fe75 AM
B20Cr10Fe70 AM
B20Cr20Fe60 AM
B8Cr18Fe74 AC
B8Cr20Fe72 AC
B8Cr22Fe70 AC
